-DOCSTART- -X- O
or -X- I-O O
logon -X- I-O O
to -X- I-O O
maintain -X- I-O O
persistence -X- I-O O
or -X- I-O O
gain -X- I-O O
higher-level -X- I-O O
privileges -X- I-O O
on -X- I-O O
compromised -X- I-O O
systems. -X- I-O O
Operating -X- I-O O
systems -X- I-O O
may -X- I-O O
have -X- I-O O
mechanisms -X- I-O O
for -X- I-O O
automatically -X- I-O O
running -X- I-O O
a -X- I-O O
program -X- I-O O
on -X- I-O O
system -X- I-O O
boot -X- I-O O
or -X- I-O O
account -X- I-O O
logon.(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
Run -X- I-O O
Key)(Citation: -X- I-O O
MSDN -X- I-O O
Authentication -X- I-O O
Packages)(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
TimeProvider)(Citation: -X- I-O O
Cylance -X- I-O O
Reg -X- I-O O
Persistence -X- I-O O
Sept -X- I-O O
2013)(Citation: -X- I-O O
Linux -X- I-O B-DEVICES
Kernel -X- I-O O
Programming) -X- I-O O
These -X- I-O O
mechanisms -X- I-O O
may -X- I-O O
include -X- I-O O
automatically -X- I-O O
executing -X- I-O O
programs -X- I-O O
that -X- I-O O
are -X- I-O O
placed -X- I-O O
in -X- I-O O
specially -X- I-O O
designated -X- I-O O
directories -X- I-O O
or -X- I-O O
are -X- I-O O
referenced -X- I-O O
by -X- I-O O
repositories -X- I-O O
that -X- I-O O
store -X- I-O O
configuration -X- I-O O
information, -X- I-O O
such -X- I-O O
as -X- I-O O
the -X- I-O O
Windows -X- I-O O
Registry. -X- I-O O
An -X- I-O O
adversary -X- I-O O
may -X- I-O O
achieve -X- I-O O
the -X- I-O O
same -X- I-O O
goal -X- I-O O
by -X- I-O O
modifying -X- I-O O
or -X- I-O O
extending -X- I-O O
features -X- I-O O
of -X- I-O O
the -X- I-O O
kernel. -X- I-O O
Since -X- I-O O
some -X- I-O O
boot -X- I-O O
or -X- I-O O
logon -X- I-O O
autostart -X- I-O O
programs -X- I-O O
run -X- I-O O
with -X- I-O O
higher -X- I-O O
privileges, -X- I-O O
an -X- I-O O
adversary -X- I-O O
may -X- I-O O
leverage -X- I-O O
these -X- I-O O
to -X- I-O O
elevate -X- I-O O
privileges. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
establish -X- I-O O
persistence -X- I-O O
by -X- I-O O
executing -X- I-O O
malicious -X- I-O O
content -X- I-O O
triggered -X- I-O O
by -X- I-O O
hijacked -X- I-O O
references -X- I-O O
to -X- I-O O
Component -X- I-O O
Object -X- I-O O
Model -X- I-O O
(COM) -X- I-O O
objects. -X- I-O O
COM -X- I-O O
is -X- I-O O
a -X- I-O O
system -X- I-O O
within -X- I-O O
Windows -X- I-O O
to -X- I-O O
enable -X- I-O O
interaction -X- I-O O
between -X- I-O O
software -X- I-O O
components -X- I-O O
through -X- I-O O
the -X- I-O O
operating -X- I-O O
system.(Citation: -X- I-O O
Microsoft -X- I-O O
Component -X- I-O O
Object -X- I-O O
Model) -X- I-O O
References -X- I-O O
to -X- I-O O
various -X- I-O O
COM -X- I-O O
objects -X- I-O O
are -X- I-O O
stored -X- I-O O
in -X- I-O O
the -X- I-O O
Registry. -X- I-O O
Adversaries -X- I-O B-PER
can -X- I-O O
use -X- I-O O
the -X- I-O O
COM -X- I-O O
system -X- I-O O
to -X- I-O O
insert -X- I-O O
malicious -X- I-O O
code -X- I-O O
that -X- I-O O
can -X- I-O O
be -X- I-O O
executed -X- I-O O
in -X- I-O O
place -X- I-O O
of -X- I-O O
legitimate -X- I-O O
software -X- I-O O
through -X- I-O O
hijacking -X- I-O O
the -X- I-O O
COM -X- I-O O
references -X- I-O O
and -X- I-O O
relationships -X- I-O O
as -X- I-O O
a -X- I-O O
means -X- I-O O
for -X- I-O O
persistence. -X- I-O O
Hijacking -X- I-O O
a -X- I-O O
COM -X- I-O O
object -X- I-O O
requires -X- I-O O
a -X- I-O O
change -X- I-O O
in -X- I-O O
the -X- I-O O
Registry -X- I-O O
to -X- I-O O
replace -X- I-O O
a -X- I-O O
reference -X- I-O O
to -X- I-O O
a -X- I-O O
legitimate -X- I-O O
system -X- I-O O
component -X- I-O O
which -X- I-O O
may -X- I-O O
cause -X- I-O O
that -X- I-O O
component -X- I-O O
to -X- I-O O
not -X- I-O O
work -X- I-O O
when -X- I-O O
executed. -X- I-O O
When -X- I-O O
that -X- I-O O
system -X- I-O O
component -X- I-O O
is -X- I-O O
executed -X- I-O O
through -X- I-O O
normal -X- I-O O
system -X- I-O O
operation -X- I-O O
the -X- I-O O
adversary's -X- I-O O
code -X- I-O O
will -X- I-O O
be -X- I-O O
executed -X- I-O O
instead.(Citation: -X- I-O O
GDATA -X- I-O O
COM -X- I-O O
Hijacking) -X- I-O B-EXPLOITS
An -X- I-O O
adversary -X- I-O O
is -X- I-O O
likely -X- I-O O
to -X- I-O O
hijack -X- I-O O
objects -X- I-O O
that -X- I-O O
are -X- I-O O
used -X- I-O O
frequently -X- I-O O
enough -X- I-O O
to -X- I-O O
maintain -X- I-O O
a -X- I-O O
consistent -X- I-O O
level -X- I-O O
of -X- I-O O
persistence, -X- I-O O
but -X- I-O O
are -X- I-O O
unlikely -X- I-O O
to -X- I-O O
break -X- I-O O
noticeable -X- I-O O
functionality -X- I-O O
within -X- I-O O
the -X- I-O O
system -X- I-O O
as -X- I-O O
to -X- I-O O
avoid -X- I-O O
system -X- I-O O
instability -X- I-O O
that -X- I-O O
could -X- I-O O
lead -X- I-O O
to -X- I-O O
detection. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
modify -X- I-O B-EXPLOITS
XDG -X- I-O I-EXPLOITS
autostart -X- I-O I-EXPLOITS
entries -X- I-O I-EXPLOITS
to -X- I-O O
execute -X- I-O O
programs -X- I-O O
or -X- I-O O
commands -X- I-O O
during -X- I-O O
system -X- I-O O
boot. -X- I-O O
Linux -X- I-O B-DEVICES
desktop -X- I-O O
environments -X- I-O O
that -X- I-O O
are -X- I-O O
XDG -X- I-O O
compliant -X- I-O O
implement -X- I-O O
functionality -X- I-O O
for -X- I-O O
XDG -X- I-O O
autostart -X- I-O O
entries. -X- I-O O
These -X- I-O O
entries -X- I-O O
will -X- I-O O
allow -X- I-O O
an -X- I-O O
application -X- I-O O
to -X- I-O O
automatically -X- I-O O
start -X- I-O O
during -X- I-O O
the -X- I-O O
startup -X- I-O O
of -X- I-O O
a -X- I-O O
desktop -X- I-O O
environment -X- I-O O
after -X- I-O O
user -X- I-O O
logon. -X- I-O O
By -X- I-O O
default, -X- I-O O
XDG -X- I-O O
autostart -X- I-O O
entries -X- I-O O
are -X- I-O O
stored -X- I-O O
within -X- I-O O
the -X- I-O O
`/etc/xdg/autostart` -X- I-O B-PATH
or -X- I-O O
`~/.config/autostart` -X- I-O B-PATH
directories -X- I-O O
and -X- I-O O
have -X- I-O O
a -X- I-O O
.desktop -X- I-O O
file -X- I-O O
extension.(Citation: -X- I-O O
Free -X- I-O O
Desktop -X- I-O O
Application -X- I-O O
Autostart -X- I-O O
Feb -X- I-O O
2006) -X- I-O O
Within -X- I-O O
an -X- I-O O
XDG -X- I-O O
autostart -X- I-O O
entry -X- I-O O
file, -X- I-O O
the -X- I-O O
`Type` -X- I-O O
key -X- I-O O
specifies -X- I-O O
if -X- I-O O
the -X- I-O O
entry -X- I-O O
is -X- I-O O
an -X- I-O O
application -X- I-O O
(type -X- I-O O
1), -X- I-O O
link -X- I-O O
(type -X- I-O O
2) -X- I-O O
or -X- I-O O
directory -X- I-O O
(type -X- I-O O
3). -X- I-O O
The -X- I-O O
`Name` -X- I-O O
key -X- I-O O
indicates -X- I-O O
an -X- I-O O
arbitrary -X- I-O O
name -X- I-O O
assigned -X- I-O O
by -X- I-O O
the -X- I-O O
creator -X- I-O O
and -X- I-O O
the -X- I-O O
`Exec` -X- I-O O
key -X- I-O O
indicates -X- I-O O
the -X- I-O O
application -X- I-O O
and -X- I-O O
command -X- I-O O
line -X- I-O O
arguments -X- I-O O
to -X- I-O O
execute.(Citation: -X- I-O O
Free -X- I-O O
Desktop -X- I-O O
Entry -X- I-O O
Keys) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
XDG -X- I-O O
autostart -X- I-O O
entries -X- I-O O
to -X- I-O O
maintain -X- I-O O
persistence -X- I-O O
by -X- I-O O
executing -X- I-O O
malicious -X- I-O B-EXPLOITS
commands -X- I-O I-EXPLOITS
and -X- I-O O
payloads, -X- I-O O
such -X- I-O O
as -X- I-O O
remote -X- I-O O
access -X- I-O O
tools, -X- I-O O
during -X- I-O O
the -X- I-O O
startup -X- I-O O
of -X- I-O O
a -X- I-O O
desktop -X- I-O O
environment. -X- I-O O
Commands -X- I-O O
included -X- I-O O
in -X- I-O O
XDG -X- I-O O
autostart -X- I-O O
entries -X- I-O O
with -X- I-O O
execute -X- I-O O
after -X- I-O O
user -X- I-O O
logon -X- I-O O
in -X- I-O O
the -X- I-O O
context -X- I-O O
of -X- I-O O
the -X- I-O O
currently -X- I-O O
logged -X- I-O O
on -X- I-O O
user. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
use -X- I-O O
[Masquerading](T1036) -X- I-O B-EXPLOITS
to -X- I-O O
make -X- I-O O
XDG -X- I-O O
autostart -X- I-O O
entries -X- I-O O
look -X- I-O O
as -X- I-O O
if -X- I-O O
they -X- I-O O
are -X- I-O O
associated -X- I-O O
with -X- I-O O
legitimate -X- I-O O
programs. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
gain -X- I-O O
persistence -X- I-O O
and -X- I-O O
elevate -X- I-O O
privileges -X- I-O O
by -X- I-O O
executing -X- I-O O
malicious -X- I-O O
content -X- I-O O
triggered -X- I-O O
by -X- I-O O
the -X- I-O O
Event -X- I-O O
Monitor -X- I-O O
Daemon -X- I-O O
(emond). -X- I-O O
Emond -X- I-O O
is -X- I-O O
a -X- I-O O
[Launch -X- I-O O
Daemon](T1543.004) -X- I-O O
that -X- I-O O
accepts -X- I-O O
events -X- I-O O
from -X- I-O O
various -X- I-O O
services, -X- I-O O
runs -X- I-O O
them -X- I-O O
through -X- I-O O
a -X- I-O O
simple -X- I-O O
rules -X- I-O O
engine, -X- I-O O
and -X- I-O O
takes -X- I-O O
action. -X- I-O O
The -X- I-O O
emond -X- I-O O
binary -X- I-O O
at -X- I-O O
`/sbin/emond` -X- I-O B-PATH
will -X- I-O O
load -X- I-O O
any -X- I-O O
rules -X- I-O O
from -X- I-O O
the -X- I-O O
`/etc/emond.d/rules/` -X- I-O B-PATH
directory -X- I-O O
and -X- I-O O
take -X- I-O O
action -X- I-O O
once -X- I-O O
an -X- I-O O
explicitly -X- I-O O
defined -X- I-O O
event -X- I-O O
takes -X- I-O O
place. -X- I-O O
The -X- I-O O
rule -X- I-O O
files -X- I-O O
are -X- I-O O
in -X- I-O O
the -X- I-O O
plist -X- I-O O
format -X- I-O O
and -X- I-O O
define -X- I-O O
the -X- I-O O
name, -X- I-O O
event -X- I-O O
type, -X- I-O O
and -X- I-O O
action -X- I-O O
to -X- I-O O
take. -X- I-O O
Some -X- I-O O
examples -X- I-O O
of -X- I-O O
event -X- I-O O
types -X- I-O O
include -X- I-O O
system -X- I-O O
startup -X- I-O O
and -X- I-O O
user -X- I-O O
authentication. -X- I-O O
Examples -X- I-O O
of -X- I-O O
actions -X- I-O O
are -X- I-O O
to -X- I-O O
run -X- I-O O
a -X- I-O O
system -X- I-O O
command -X- I-O O
or -X- I-O O
send -X- I-O O
an -X- I-O O
email. -X- I-O O
The -X- I-O O
emond -X- I-O O
service -X- I-O O
will -X- I-O O
not -X- I-O O
launch -X- I-O O
if -X- I-O O
there -X- I-O O
is -X- I-O O
no -X- I-O O
file -X- I-O O
present -X- I-O O
in -X- I-O O
the -X- I-O O
QueueDirectories -X- I-O O
path -X- I-O O
`/private/var/db/emondClients`, -X- I-O B-PATH
specified -X- I-O O
in -X- I-O O
the -X- I-O O
[Launch -X- I-O O
Daemon](T1543.004) -X- I-O O
configuration -X- I-O O
file -X- I-O O
at`/System/Library/LaunchDaemons/com.apple.emond.plist`.(Citation: -X- I-O B-PATH
xorrior -X- I-O O
emond -X- I-O O
Jan -X- I-O O
2018)(Citation: -X- I-O O
magnusviri -X- I-O O
emond -X- I-O O
Apr -X- I-O O
2016)(Citation: -X- I-O O
sentinelone -X- I-O O
macos -X- I-O O
persist -X- I-O O
Jun -X- I-O O
2019) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
abuse -X- I-O O
this -X- I-O O
service -X- I-O O
by -X- I-O O
writing -X- I-O O
a -X- I-O O
rule -X- I-O O
to -X- I-O O
execute -X- I-O O
commands -X- I-O O
when -X- I-O O
a -X- I-O O
defined -X- I-O O
event -X- I-O O
occurs, -X- I-O O
such -X- I-O O
as -X- I-O O
system -X- I-O O
start -X- I-O O
up -X- I-O O
or -X- I-O O
user -X- I-O O
authentication.(Citation: -X- I-O O
xorrior -X- I-O O
emond -X- I-O O
Jan -X- I-O O
2018)(Citation: -X- I-O O
magnusviri -X- I-O O
emond -X- I-O O
Apr -X- I-O O
2016)(Citation: -X- I-O O
sentinelone -X- I-O O
macos -X- I-O O
persist -X- I-O O
Jun -X- I-O O
2019) -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
be -X- I-O O
able -X- I-O O
to -X- I-O O
escalate -X- I-O O
privileges -X- I-O O
from -X- I-O O
administrator -X- I-O B-PER
to -X- I-O O
root -X- I-O O
as -X- I-O O
the -X- I-O O
emond -X- I-O O
service -X- I-O O
is -X- I-O O
executed -X- I-O O
with -X- I-O O
root -X- I-O O
privileges -X- I-O O
by -X- I-O O
the -X- I-O O
[Launch -X- I-O O
Daemon](T1543.004) -X- I-O O
service. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
gain -X- I-O O
persistence -X- I-O O
and -X- I-O O
elevate -X- I-O O
privileges -X- I-O O
by -X- I-O O
executing -X- I-O O
malicious -X- I-O O
content -X- I-O O
triggered -X- I-O O
by -X- I-O O
PowerShell -X- I-O O
profiles. -X- I-O O
A -X- I-O O
PowerShell -X- I-O O
profile -X- I-O O
(`profile.ps1`) -X- I-O O
is -X- I-O O
a -X- I-O O
script -X- I-O O
that -X- I-O O
runs -X- I-O O
when -X- I-O O
[PowerShell](T1059.001) -X- I-O O
starts -X- I-O O
and -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
as -X- I-O O
a -X- I-O O
logon -X- I-O O
script -X- I-O O
to -X- I-O O
customize -X- I-O O
user -X- I-O B-PER
environments. -X- I-O O
[PowerShell](T1059.001) -X- I-O O
supports -X- I-O O
several -X- I-O O
profiles -X- I-O O
depending -X- I-O O
on -X- I-O O
the -X- I-O O
user -X- I-O O
or -X- I-O O
host -X- I-O O
program. -X- I-O O
For -X- I-O O
example, -X- I-O O
there -X- I-O O
can -X- I-O O
be -X- I-O O
different -X- I-O O
profiles -X- I-O O
for -X- I-O O
[PowerShell](T1059.001) -X- I-O O
host -X- I-O O
programs -X- I-O O
such -X- I-O O
as -X- I-O O
the -X- I-O O
PowerShell -X- I-O O
console, -X- I-O O
PowerShell -X- I-O O
ISE -X- I-O O
or -X- I-O O
Visual -X- I-O O
Studio -X- I-O O
Code. -X- I-O O
An -X- I-O O
administrator -X- I-O O
can -X- I-O O
also -X- I-O O
configure -X- I-O O
a -X- I-O O
profile -X- I-O O
that -X- I-O O
applies -X- I-O O
to -X- I-O O
all -X- I-O O
users -X- I-O O
and -X- I-O O
host -X- I-O O
programs -X- I-O O
on -X- I-O O
the -X- I-O O
local -X- I-O O
computer. -X- I-O O
(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
About -X- I-O O
Profiles) -X- I-O O
Adversaries -X- I-O O
may -X- I-O O
modify -X- I-O O
these -X- I-O O
profiles -X- I-O O
to -X- I-O O
include -X- I-O O
arbitrary -X- I-O O
commands, -X- I-O O
functions, -X- I-O O
modules, -X- I-O O
and/or -X- I-O O
[PowerShell](T1059.001) -X- I-O O
drives -X- I-O O
to -X- I-O O
gain -X- I-O O
persistence. -X- I-O O
Every -X- I-O O
time -X- I-O O
a -X- I-O O
user -X- I-O O
opens -X- I-O O
a -X- I-O O
[PowerShell](T1059.001) -X- I-O O
session -X- I-O O
the -X- I-O O
modified -X- I-O O
script -X- I-O O
will -X- I-O O
be -X- I-O O
executed -X- I-O O
unless -X- I-O O
the -X- I-O O
`-NoProfile` -X- I-O B-COMMANDS
flag -X- I-O O
is -X- I-O O
used -X- I-O O
when -X- I-O O
it -X- I-O O
is -X- I-O O
launched. -X- I-O O
(Citation: -X- I-O O
ESET -X- I-O B-ORG
Turla -X- I-O O
PowerShell -X- I-O O
May -X- I-O O
2019) -X- I-O O
An -X- I-O O
adversary -X- I-O O
may -X- I-O O
also -X- I-O O
be -X- I-O O
able -X- I-O O
to -X- I-O O
escalate -X- I-O O
privileges -X- I-O O
if -X- I-O O
a -X- I-O O
script -X- I-O O
in -X- I-O O
a -X- I-O O
PowerShell -X- I-O O
profile -X- I-O O
is -X- I-O O
loaded -X- I-O O
and -X- I-O O
executed -X- I-O O
by -X- I-O O
an -X- I-O O
account -X- I-O O
with -X- I-O O
higher -X- I-O O
privileges, -X- I-O O
such -X- I-O O
as -X- I-O O
a -X- I-O O
domain -X- I-O B-PER
administrator. -X- I-O I-PER
(Citation: -X- I-O O
Wits -X- I-O O
End -X- I-O O
and -X- I-O O
Shady -X- I-O O
PowerShell -X- I-O O
Profiles) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
establish -X- I-O O
persistence -X- I-O O
and/or -X- I-O O
elevate -X- I-O O
privileges -X- I-O O
by -X- I-O O
executing -X- I-O O
malicious -X- I-O O
content -X- I-O O
triggered -X- I-O O
by -X- I-O O
Image -X- I-O O
File -X- I-O O
Execution -X- I-O O
Options -X- I-O O
(IFEO) -X- I-O O
debuggers. -X- I-O O
IFEOs -X- I-O O
enable -X- I-O O
a -X- I-O O
developer -X- I-O O
to -X- I-O O
attach -X- I-O O
a -X- I-O O
debugger -X- I-O O
to -X- I-O O
an -X- I-O O
application. -X- I-O O
When -X- I-O O
a -X- I-O O
process -X- I-O O
is -X- I-O O
created, -X- I-O O
a -X- I-O O
debugger -X- I-O O
present -X- I-O O
in -X- I-O O
an -X- I-O O
application’s -X- I-O O
IFEO -X- I-O O
will -X- I-O O
be -X- I-O O
prepended -X- I-O O
to -X- I-O O
the -X- I-O O
application’s -X- I-O O
name, -X- I-O O
effectively -X- I-O O
launching -X- I-O O
the -X- I-O O
new -X- I-O O
process -X- I-O O
under -X- I-O O
the -X- I-O O
debugger -X- I-O O
(e.g., -X- I-O O
`C:\dbg\ntsd.exe -X- I-O B-PATH
-g -X- I-O I-PATH
notepad.exe`). -X- I-O I-PATH
(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
Dev -X- I-O O
Blog -X- I-O O
IFEO -X- I-O O
Mar -X- I-O O
2010) -X- I-O O
IFEOs -X- I-O O
can -X- I-O O
be -X- I-O O
set -X- I-O O
directly -X- I-O O
via -X- I-O O
the -X- I-O O
Registry -X- I-O O
or -X- I-O O
in -X- I-O O
Global -X- I-O O
Flags -X- I-O O
via -X- I-O O
the -X- I-O O
GFlags -X- I-O O
tool. -X- I-O O
(Citation: -X- I-O O
Microsoft -X- I-O O
GFlags -X- I-O O
Mar -X- I-O O
2017) -X- I-O O
IFEOs -X- I-O O
are -X- I-O O
represented -X- I-O O
as -X- I-O O
`Debugger` -X- I-O O
values -X- I-O O
in -X- I-O O
the -X- I-O O
Registry -X- I-O O
under -X- I-O O
`HKLM\SOFTWARE{\Wow6432Node}\Microsoft\Windows -X- I-O B-PATH
NT\CurrentVersion\Image -X- I-O I-PATH
File -X- I-O I-PATH
Execution -X- I-O I-PATH
Options\<executable>` -X- I-O I-PATH
where -X- I-O O
`&lt;executable&gt;` -X- I-O O
is -X- I-O O
the -X- I-O O
binary -X- I-O O
on -X- I-O O
which -X- I-O O
the -X- I-O O
debugger -X- I-O O
is -X- I-O O
attached. -X- I-O O
(Citation: -X- I-O O
Microsoft -X- I-O O
Dev -X- I-O O
Blog -X- I-O O
IFEO -X- I-O O
Mar -X- I-O O
2010) -X- I-O O
IFEOs -X- I-O O
can -X- I-O O
also -X- I-O O
enable -X- I-O O
an -X- I-O O
arbitrary -X- I-O O
monitor -X- I-O O
program -X- I-O O
to -X- I-O O
be -X- I-O O
launched -X- I-O O
when -X- I-O O
a -X- I-O O
specified -X- I-O O
program -X- I-O O
silently -X- I-O O
exits -X- I-O O
(i.e. -X- I-O O
is -X- I-O O
prematurely -X- I-O O
terminated -X- I-O O
by -X- I-O O
itself -X- I-O O
or -X- I-O O
a -X- I-O O
second, -X- I-O O
non -X- I-O O
kernel-mode -X- I-O O
process). -X- I-O O
(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
Silent -X- I-O O
Process -X- I-O O
Exit -X- I-O O
NOV -X- I-O O
2017) -X- I-O O
(Citation: -X- I-O O
Oddvar -X- I-O O
Moe -X- I-O O
IFEO -X- I-O O
APR -X- I-O O
2018) -X- I-O O
Similar -X- I-O O
to -X- I-O O
debuggers, -X- I-O O
silent -X- I-O O
exit -X- I-O O
monitoring -X- I-O O
can -X- I-O O
be -X- I-O O
enabled -X- I-O O
through -X- I-O O
GFlags -X- I-O O
and/or -X- I-O O
by -X- I-O O
directly -X- I-O O
modifying -X- I-O O
IFEO -X- I-O O
and -X- I-O O
silent -X- I-O O
process -X- I-O O
exit -X- I-O O
Registry -X- I-O O
values -X- I-O O
in -X- I-O O
`HKEYI-OLOCALI-OMACHINE\SOFTWARE\Microsoft\Windows -X- I-O B-PATH
NT\CurrentVersion\SilentProcessExit\`. -X- I-O I-PATH
(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
Silent -X- I-O O
Process -X- I-O O
Exit -X- I-O O
NOV -X- I-O O
2017) -X- I-O O
(Citation: -X- I-O O
Oddvar -X- I-O O
Moe -X- I-O O
IFEO -X- I-O O
APR -X- I-O O
2018) -X- I-O O
Similar -X- I-O O
to -X- I-O O
[Accessibility -X- I-O O
Features](T1546.008), -X- I-O O
on -X- I-O O
Windows -X- I-O B-DEVICES
Vista -X- I-O I-DEVICES
and -X- I-O O
later -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
Windows -X- I-O B-DEVICES
Server -X- I-O I-DEVICES
2008 -X- I-O I-DEVICES
and -X- I-O O
later, -X- I-O O
a -X- I-O O
Registry -X- I-O O
key -X- I-O O
may -X- I-O O
be -X- I-O O
modified -X- I-O O
that -X- I-O O
configures -X- I-O O
"cmd.exe," -X- I-O O
or -X- I-O O
another -X- I-O O
program -X- I-O O
that -X- I-O O
provides -X- I-O O
backdoor -X- I-O B-CYBERSEC
access, -X- I-O I-CYBERSEC
as -X- I-O O
a -X- I-O O
"debugger" -X- I-O O
for -X- I-O O
an -X- I-O O
accessibility -X- I-O O
program -X- I-O O
(ex: -X- I-O O
utilman.exe). -X- I-O O
After -X- I-O O
the -X- I-O O
Registry -X- I-O O
is -X- I-O O
modified, -X- I-O O
pressing -X- I-O O
the -X- I-O O
appropriate -X- I-O O
key -X- I-O O
combination -X- I-O O
at -X- I-O O
the -X- I-O O
login -X- I-O O
screen -X- I-O O
while -X- I-O O
at -X- I-O O
the -X- I-O O
keyboard -X- I-O O
or -X- I-O O
when -X- I-O O
connected -X- I-O O
with -X- I-O O
[Remote -X- I-O O
Desktop -X- I-O O
Protocol](T1021.001) -X- I-O O
will -X- I-O O
cause -X- I-O O
the -X- I-O O
"debugger" -X- I-O O
program -X- I-O O
to -X- I-O O
be -X- I-O O
executed -X- I-O O
with -X- I-O O
SYSTEM -X- I-O O
privileges. -X- I-O O
(Citation: -X- I-O O
Tilbury -X- I-O O
2014) -X- I-O O
Similar -X- I-O O
to -X- I-O O
[Process -X- I-O B-EXPLOITS
Injection](T1055), -X- I-O I-EXPLOITS
these -X- I-O O
values -X- I-O O
may -X- I-O O
also -X- I-O O
be -X- I-O O
abused -X- I-O O
to -X- I-O O
obtain -X- I-O O
privilege -X- I-O O
escalation -X- I-O O
by -X- I-O O
causing -X- I-O O
a -X- I-O O
malicious -X- I-O O
executable -X- I-O O
to -X- I-O O
be -X- I-O O
loaded -X- I-O O
and -X- I-O O
run -X- I-O O
in -X- I-O O
the -X- I-O O
context -X- I-O O
of -X- I-O O
separate -X- I-O O
processes -X- I-O O
on -X- I-O O
the -X- I-O O
computer. -X- I-O O
(Citation: -X- I-O O
Elastic -X- I-O B-EXPLOITS
Process -X- I-O I-EXPLOITS
Injection -X- I-O I-EXPLOITS
July -X- I-O O
2017) -X- I-O O
Installing -X- I-O O
IFEO -X- I-O O
mechanisms -X- I-O O
may -X- I-O O
also -X- I-O O
provide -X- I-O O
Persistence -X- I-O O
via -X- I-O O
continuous -X- I-O O
triggered -X- I-O O
invocation. -X- I-O O
Malware -X- I-O O
may -X- I-O O
also -X- I-O O
use -X- I-O O
IFEO -X- I-O O
to -X- I-O O
[Impair -X- I-O B-EXPLOITS
Defenses](T1562) -X- I-O I-EXPLOITS
by -X- I-O O
registering -X- I-O O
invalid -X- I-O O
debuggers -X- I-O O
that -X- I-O O
redirect -X- I-O O
and -X- I-O O
effectively -X- I-O O
disable -X- I-O O
various -X- I-O O
system -X- I-O O
and -X- I-O O
security -X- I-O O
applications. -X- I-O O
(Citation: -X- I-O O
FSecure -X- I-O O
Hupigon) -X- I-O O
(Citation: -X- I-O O
Symantec -X- I-O B-ORG
Ushedix -X- I-O O
June -X- I-O O
2008) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
establish -X- I-O O
persistence -X- I-O O
and/or -X- I-O O
elevate -X- I-O O
privileges -X- I-O O
by -X- I-O O
executing -X- I-O O
malicious -X- I-O O
content -X- I-O O
triggered -X- I-O O
by -X- I-O O
application -X- I-O O
shims. -X- I-O O
The -X- I-O O
Microsoft -X- I-O B-VENDOR
Windows -X- I-O B-DEVICES
Application -X- I-O O
Compatibility -X- I-O O
Infrastructure/Framework -X- I-O O
(Application -X- I-O O
Shim) -X- I-O O
was -X- I-O O
created -X- I-O O
to -X- I-O O
allow -X- I-O O
for -X- I-O O
backward -X- I-O O
compatibility -X- I-O O
of -X- I-O O
software -X- I-O O
as -X- I-O O
the -X- I-O O
operating -X- I-O O
system -X- I-O O
codebase -X- I-O O
changes -X- I-O O
over -X- I-O O
time. -X- I-O O
For -X- I-O O
example, -X- I-O O
the -X- I-O O
application -X- I-O O
shimming -X- I-O O
feature -X- I-O O
allows -X- I-O O
developers -X- I-O O
to -X- I-O O
apply -X- I-O O
fixes -X- I-O O
to -X- I-O O
applications -X- I-O O
(without -X- I-O O
rewriting -X- I-O O
code) -X- I-O O
that -X- I-O O
were -X- I-O O
created -X- I-O O
for -X- I-O O
Windows -X- I-O O
XP -X- I-O O
so -X- I-O O
that -X- I-O O
it -X- I-O O
will -X- I-O O
work -X- I-O O
with -X- I-O O
Windows -X- I-O O
10. -X- I-O O
(Citation: -X- I-O O
Elastic -X- I-O B-EXPLOITS
Process -X- I-O I-EXPLOITS
Injection -X- I-O I-EXPLOITS
July -X- I-O O
2017) -X- I-O O
Within -X- I-O O
